# libraries: 813, DXBC blobs: 2153, unique identifiers: 1596
# files	total	name
2	5	exposure_drift_interval_shrink_amount
2	5	exposure_target_drift_down
2	5	WLsa
2	5	atmosphere_enabled
2	5	exposure_environment_luminance_max
2	5	exposure_target_drift_up
2	3	target_exposure_pos
2	5	exposure_target
2	5	exposure_environment_luminance_min
2	5	exposure_environment_luminance_target
2	3	current_exposure_pos
2	5	exposure_offset_down
2	3	trace_pass
2	8	dev_selection_mask
2	8	dev_selection_color
2	2	DXBCq
2	3	DXBCy
1	4	DXBCM
1	1	DXBCY8
1	1	SHEXlo
1	1	water_patch
1	1	water_time
1	1	__tex_ripples_tiler
1	1	generated_world_height_projection
1	1	generated_world_height_projection_flatten_amount
1	1	DXBCDT
1	1	pinch_radius
1	1	pinch_amount
1	1	c_noesis_pinch
1	1	pinch_center
1	2	noesis_rgba
1	1	target_uv_space
1	1	ambient_diffuse_near_far_probe_lerp
1	1	DXBCY
1	1	TXOX
1	1	DXBCtf
1	1	__tex_generated_materials
1	1	DXBCqBK
1	1	DXBCnQY
1	2	vista_lerp_start_fade_distance
1	2	vista_lerp_start_radius
1	1	DXBCRy
1	1	directional_blur_scale
1	1	directional_blur_dir
1	2	XFAY
1	1	c_directional_blur
1	2	stencil_buffer
1	1	SHEXLf
1	1	terrain_emissive_average_intensity_multiplier
1	1	atmospheric_scattering_ambience_samples
1	1	KrW4
1	1	time_of_day_blend_lightsource
1	1	fog_ambient_tint
1	1	fog_ambient_ground_bounce_tint
1	1	c_atmosphere_ambience_calculate
1	1	DXBCEt
1	4	DXBCVl
1	1	OALw
1	1	asset_grade_color_terrain2
1	1	asset_grade_saturation_pebbles
1	1	asset_grade_color_bushes2
1	1	asset_grade_value_terrain2
1	1	asset_grade_color_roads
1	1	asset_grade_hue_terrain2
1	1	asset_grade_color_trunks
1	1	asset_grade_contrast_rocks
1	1	asset_grade_contrast_pebbles2
1	1	asset_grade_contrast_midpoint_leaves
1	1	asset_grade_contrast_grass2
1	1	asset_grade_saturation_terrain3
1	1	asset_grade_saturation_terrain2
1	1	asset_grade_saturation_moss_sec
1	1	asset_grade_saturation_terrain1_sec
1	1	asset_grade_hue_pebbles2
1	1	asset_grade_color_grass2
1	1	asset_grade_value_vista
1	1	asset_grade_contrast_midpoint_pebbles2
1	1	asset_grade_contrast_generic_rock
1	1	asset_grade_saturation_terrain2_sec
1	1	asset_grade_value_leaves3
1	1	asset_grade_saturation_grass2
1	1	asset_grade_value_moss_sec
1	1	asset_grade_contrast_midpoint_terrain3_sec
1	1	asset_grade_hue_bushes2
1	1	asset_grade_contrast_midpoint_bushes2
1	1	asset_grade_contrast_rocks_sec
1	1	asset_grade_contrast_terrain2_sec
1	1	asset_grade_color_grass
1	1	asset_grade_hue_trunks
1	1	asset_grade_enabled
1	1	asset_grade_color_roads_sec
1	1	asset_grade_contrast_midpoint_terrain1_sec
1	1	asset_grade_contrast_terrain1
1	1	asset_grade_value_moss
1	1	asset_grade_color_moss_sec
1	1	asset_grade_value_bushes2
1	1	khVx
1	1	asset_color_grading_lut
1	1	asset_grade_hue_bushes
1	1	asset_grade_value_grass2
1	1	asset_grade_hue_terrain1_sec
1	1	asset_grade_value_roads_sec
1	1	asset_grade_contrast_midpoint_roads_sec
1	1	asset_grade_value_grass
1	1	asset_grade_color_moss
1	1	asset_grade_contrast_terrain3
1	1	asset_grade_contrast_grass3
1	1	asset_grade_hue_pebbles
1	1	asset_grade_color_vista
1	1	asset_grade_contrast_leaves
1	1	asset_grade_contrast_midpoint_roads
1	1	asset_grade_contrast_midpoint_rocks_sec
1	1	asset_grade_value_terrain2_sec
1	1	asset_grade_saturation_roads_sec
1	1	asset_grade_value_rocks_sec
1	1	asset_grade_contrast_midpoint_generic_rock
1	1	asset_grade_contrast_bushes
1	1	asset_grade_color_terrain3
1	1	asset_grade_contrast_midpoint_leaves3
1	1	asset_grade_contrast_midpoint_terrain2
1	1	asset_grade_saturation_terrain1
1	1	asset_grade_color_bushes
1	1	asset_grade_hue_roads_sec
1	1	asset_grade_contrast_midpoint_vista
1	1	asset_grade_color_leaves3
1	1	asset_grade_hue_leaves3
1	1	asset_grade_hue_terrain2_sec
1	1	asset_grade_contrast_leaves2
1	1	asset_grade_contrast_leaves3
1	1	asset_grade_saturation_vista
1	1	asset_grade_hue_terrain3_sec
1	1	smPZ
1	1	asset_grade_value_pebbles2
1	1	asset_grade_hue_grass2
1	1	asset_grade_value_leaves
1	1	asset_grade_saturation_moss
1	1	asset_grade_value_leaves2
1	1	asset_grade_color_terrain1_sec
1	1	asset_grade_color_terrain2_sec
1	1	asset_grade_color_leaves2
1	1	asset_grade_hue_grass3
1	1	asset_grade_hue_leaves
1	1	asset_grade_saturation_bushes2
1	1	asset_grade_color_pebbles
1	1	asset_grade_color_terrain1
1	1	asset_grade_saturation_roads
1	1	asset_grade_hue_moss
1	1	asset_grade_value_rocks
1	1	asset_grade_saturation_rocks
1	1	asset_grade_saturation_generic_rock
1	1	asset_grade_contrast_midpoint_terrain2_sec
1	1	asset_grade_contrast_terrain1_sec
1	1	asset_grade_hue_grass
1	1	asset_grade_hue_terrain1
1	1	asset_grade_value_trunks
1	1	asset_grade_hue_moss_sec
1	1	asset_grade_contrast_grass
1	1	asset_grade_value_pebbles
1	1	asset_grade_color_pebbles2
1	1	asset_grade_value_terrain3
1	1	asset_grade_saturation_leaves
1	1	asset_grade_color_terrain3_sec
1	1	asset_grade_saturation_terrain3_sec
1	1	asset_grade_value_terrain3_sec
1	1	asset_grade_hue_roads
1	1	asset_grade_color_generic_rock
1	1	asset_grade_hue_rocks
1	1	asset_grade_saturation_grass3
1	1	asset_grade_contrast_midpoint_grass2
1	1	asset_grade_contrast_moss
1	1	asset_grade_saturation_bushes
1	1	asset_grade_contrast_midpoint_terrain3
1	1	asset_grade_contrast_terrain3_sec
1	1	asset_grade_contrast_moss_sec
1	1	asset_grade_value_generic_rock
1	1	asset_grade_contrast_midpoint_moss_sec
1	1	asset_grade_saturation_leaves2
1	1	asset_grade_contrast_midpoint_grass
1	1	asset_grade_value_bushes
1	1	asset_grade_saturation_trunks
1	1	asset_grade_contrast_terrain2
1	1	asset_grade_color_rocks_sec
1	1	asset_grade_contrast_bushes2
1	1	asset_grade_contrast_midpoint_terrain1
1	1	asset_grade_contrast_midpoint_moss
1	1	asset_grade_contrast_vista
1	1	asset_grade_color_grass3
1	1	asset_grade_contrast_trunks
1	1	asset_grade_contrast_midpoint_rocks
1	1	asset_grade_value_terrain1_sec
1	1	asset_grade_hue_leaves2
1	1	asset_grade_saturation_grass
1	1	asset_grade_value_roads
1	1	asset_grade_contrast_midpoint_trunks
1	1	asset_grade_contrast_midpoint_bushes
1	1	asset_grade_saturation_leaves3
1	1	asset_grade_contrast_midpoint_pebbles
1	1	asset_grade_hue_generic_rock
1	1	asset_grade_value_terrain1
1	1	asset_grade_contrast_roads
1	1	asset_grade_color_leaves
1	1	asset_grade_contrast_midpoint_leaves2
1	1	asset_grade_contrast_midpoint_grass3
1	1	asset_grade_contrast_pebbles
1	1	asset_grade_hue_vista
1	1	asset_grade_value_grass3
1	1	asset_grade_contrast_roads_sec
1	1	asset_grade_hue_rocks_sec
1	1	asset_grade_saturation_rocks_sec
1	1	asset_grade_hue_terrain3
1	1	asset_grade_saturation_pebbles2
1	1	asset_grade_color_rocks
1	1	DXBCtv
1	2	DXBCJ
1	2	omgl
1	1	DXBC_p
1	2	wZow
1	1	Aqtq
1	1	DXBCOL
1	1	mCiFw
1	1	SHEXTY
1	1	DXBCECO
1	3	DXBCP56_
1	1	DXBChD
1	1	DXBCyq
1	1	__samp_thumbnail_image_to_copy
1	1	thumbnail_image_copy
1	1	thumbnail_card_aspect
1	1	__tex_thumbnail_image_to_copy
1	1	thumbnail_image_render_rect
1	1	DXBCO1
1	1	z_7P
1	1	volumetric_current_high_altitude_clouds
1	1	__samp_volumetric_high_altitude_clouds0
1	1	__samp_volumetric_high_altitude_clouds1
1	1	__tex_volumetric_high_altitude_clouds0
1	1	__tex_volumetric_high_altitude_clouds1
1	4	DXBC6
1	1	SHEXPf
1	4	__tex_vrs_mask
1	1	volumetric_cloud_detail_noise_combined
1	1	volumetric_cloud_detail_noise
1	1	noise_monochromatic
1	1	noise_amount
1	1	c_noesis_noise
1	1	noise_time
1	1	DXBCwd
1	1	DXBCi
1	1	DXBC9
1	1	zone_material_scatter_linker
1	1	generated_zones
1	1	__samp_scatter_density
1	1	__tex_scatter_density
1	1	DXBC5hr1
1	1	__samp_global_specular_map
1	1	c_calculate_surrounding_luminance
1	1	cVYS
1	1	KUiD
1	1	DXBC2G
1	1	uv_rect
1	1	DXBCr
1	2	SHEXtA
1	1	DXBC0k
1	1	DXBC5UU
1	1	DXBCk31
1	1	DXBCxm
1	1	realtime_cubemaps_downsample_mip_nr_regular_samples
1	1	realtime_cubemaps_downsample_mip_nr_space_samples
1	1	realtime_cubemaps_downsample_mip_nr_far_samples
1	1	__samp_minimap_routes
1	1	__tex_minimap_routes
1	1	outside_map_mask
1	1	__tex_minimap_blocker_target1
1	1	__tex_generated_heightmap_unorm_div2
1	1	__samp_minimap_blocker_target1
1	1	__tex_minimap_blocker_target0
1	1	__samp_minimap_blocker_target0
1	1	blocker_generation_mask
1	1	blocker_mask
1	1	__samp_generated_heightmap_unorm_div2
1	1	DXBCg
1	1	SHEXXr
1	1	customization_preview_buffer
1	1	volumetric_cloud_noise_combined
1	1	volumetric_cloud_noise
1	1	last_distant_weather_effect1
1	1	last_distant_weather_effect0
1	1	sdpk
1	1	vrs_sharpening_strength
1	1	ONRd
1	1	SHEXXX
1	4	DXBC7mPwa
1	1	DXBC5E
1	1	dof_transition_distance
1	1	dof_transition_pow
1	1	dof_focus_sphere_size
1	1	DXBCeWA
1	1	SHEXpm
1	1	SHEXHm
1	1	DXBCb4
1	1	DXBCA
1	2	sharpening_amount
1	4	__tex_vrs_gradients
1	1	SHEXPH
1	1	DXBCL6
1	1	SHEXXK
1	1	Vr7E
1	1	c_noesis_tint
1	1	tint_color
1	2	JJ30
1	1	DXBCHR
1	1	SHEXTF
1	2	DXBCHP
1	1	SHEX41
1	2	rHTV
1	1	water_z_height
1	1	SHEXtu
1	1	__tex_volumetric_high_altitude_weather_map0
1	1	__samp_volumetric_cloud_weather_map1
1	1	__samp_volumetric_high_altitude_weather_map0
1	1	__samp_volumetric_cloud_weather_map0
1	1	__samp_volumetric_high_altitude_weather_map1
1	1	__tex_volumetric_high_altitude_weather_map1
1	1	volumetric_cloud_current_weather_map
1	1	volumetric_current_high_altitude_weather_map
1	1	cloud_offset0
1	1	cloud_offset1
1	1	__tex_volumetric_cloud_weather_map1
1	1	__tex_volumetric_cloud_weather_map0
1	1	LLDl
1	1	volumetric_fog_3d_image
1	1	volumetric_fog_3d_image_history
1	1	SHEXTL
1	1	occlusion_depth
1	1	c_space_backdrop_nebula
1	1	clear_cloud_top_ambient_color
1	1	clear_average_space_light
1	1	clear_cloud_colored_shadow_average_slot
1	1	clear_ground_ambient_color
1	1	clear_atmosphere_ambient_slot
1	1	cs_volumetric_light_index_buffer
1	1	cs_volumetric_light_index_data_size
1	1	n38W
1	1	weather_effect_color
1	1	weather_effect_amount
1	1	weather_effect_billboard_opacity
1	1	weather_effect_dustiness
1	1	weather_effect_billboard_size
1	1	DXBCV8iy
1	1	c_noesis_saturation
1	1	noesis_saturation
1	1	DXBCbe
1	1	vista_cloud_height_variance2
1	1	vista_cloud_amount
1	1	vista_cloud_spawn_height1
1	1	vista_cloud_size2
1	1	vista_cloud_height_variance0
1	1	vista_cloud_size1
1	1	c_vista_buffer
1	1	vista_cloud_spawn_height2
1	1	vista_cloud_rotation_speed
1	1	vista_cloud_spawn_height0
1	1	vista_cloud_height_variance1
1	1	vista_cloud_size0
1	1	vista_cloud_elevation_speed
1	1	vista_environment_particles_indirection
1	1	vista_environment_particles_camera_dist
1	1	c_noesis_vignette
1	1	vignette_strength
1	1	vignette_size
1	1	SHEXLU
1	4	DXBCOG4
1	1	SHEXpu
1	1	SHEXHu
1	1	DXBC8z
1	1	c_noesis_pixelate
1	1	pixelate_size
1	1	mRYt
1	1	DXBCeU
1	1	DXBC92
1	2	DXBC2v
1	4	input_texture3
1	1	slot_5
1	1	slot_0
1	1	slot_1
1	1	DXBCkq9
1	1	material_lookup_bake
1	1	slot_6
1	1	slot_2
1	1	slot_3
1	1	slot_7
1	1	slot_4
1	1	CBk3
1	1	__samp_scatter_comparision_density
1	1	__tex_scatter_albedo_opacity
1	1	__samp_scatter_albedo_opacity
1	1	__tex_scatter_comparision_density
1	1	SHEX82
1	1	current_slice
1	1	DXBCF7
1	4	__tex_vrs_classification
1	2	noesis_blend
1	1	DXBC9Ic
1	1	DXBCa30
1	1	DXBCJn
1	1	pvyy
1	2	SHEXD6
1	1	DXBCMq
1	1	scatter_normal
1	1	scatter_albedo_opacity
1	1	scatter_normal_array
1	1	scatter_subsurface
1	1	scatter_subsurface_array
1	1	scatter_rsh_array
1	1	scatter_albedo_opacity_array
1	1	scatter_rsh
1	1	DXBCjV
1	1	screen_data_sample_pos
1	1	screen_data_sample_buffer
1	4	__tex_vrs_classification_auxiliary
1	4	ISGND
1	1	DXBCLH
1	2	D0U6
1	1	dPbP
1	1	__tex_heathaze_texture
1	1	heathaze_mask_properties
1	1	__samp_heathaze_texture
1	1	heathaze_noise_properties
1	2	minimap_shading_weight
1	2	minimap_low_color
1	2	minimap_contour_brightness
1	2	minimap_high_color
1	1	__tex_generated_heightmap_properties
1	1	__samp_gbuffer1
1	1	__samp_generated_heightmap_properties
1	1	__samp_gbuffer0
1	1	__samp_gbuffer_emissive
1	4	fn0MUP
1	1	DXBCa6
1	1	SHEXH8
1	2	wGEo
1	1	realtime_cubemaps_nr_regular_samples
1	1	realtime_cubemaps_nr_far_samples
1	1	realtime_cubemaps_nr_space_samples
1	2	DXBCR
1	1	if8q
1	1	c_finalize_fog_volumes
1	1	zone_fog_tint
1	1	DXBCb2
1	1	DXBCcZ
1	1	DXBCYl
1	2	DXBCTg
1	4	ui_3d_bloom_cutoff
1	2	noesis_shadow_blend
1	2	noesis_shadowColor
1	2	noesis_shadowOffset
1	9	ldr_dev_fullres
1	1	DXBCOS4
1	1	customization_control_buffer
1	1	DXBCBz
1	1	XY6Q
1	1	DXBCRF
1	1	SHEXtB
1	1	spline_lut
1	1	dof_focal_near_max_close
1	1	dof_focal_far_max_close
1	1	dof_focal_region_end_close
1	1	dof_focal_region_close
1	1	dof_focal_far_scale_close
1	1	dof_focal_near_scale_close
1	1	dof_focal_distance_close
1	1	dof_focal_region_start_close
1	1	SHEX0P
1	1	__tex_space_star_lut_tmp
1	1	DXBCYu
1	1	DXBCAb
1	1	__samp_volumetric_clouds_prev_current_frame
1	1	__tex_far_fog_div4_history
1	1	__samp_motion_vectors
1	1	__samp_prev_linear_depth_mip6
1	1	__tex_prev_linear_depth_mip6
1	1	__tex_volumetric_clouds_prev_current_frame
1	1	far_fog_div4_clouds
1	1	__samp_far_fog_div4_clouds_history
1	1	__tex_far_fog_div4_clouds_history
1	1	__samp_far_fog_div4_history
1	1	__tex_motion_vectors
1	1	far_fog_div4
1	1	DXBCJM
1	1	player3
1	1	player_radius
1	1	player2
1	1	player4
1	1	player1
1	1	DXBC8D
1	1	trample_min_max
1	1	flow_speed
1	2	DXBC2t
1	1	DXBCHI
1	1	ao_half_res
1	1	DXBCD
1	2	ui_3d_bloom_intensity
1	1	sky_phase_g
1	1	rayleigh_tint_hax
1	1	atmospheric_scattering_transmittance
1	1	c_atmosphere_calculate
1	1	atmospheric_scattering_color
1	1	sun_eclipsed_amount
1	1	atmosphere_minimum_light
1	1	atmosphere_intensity
1	1	SHEX0a
1	1	water_rt
1	1	exposure_dampening_down
1	1	exposure_dampening_up
1	1	current_exposure
1	1	exposure_max_speed
1	1	exposure_median_lerp
1	2	input0_inv_size
1	2	constant_color
1	2	has_constant_color
1	2	copy_input_mip_level
1	1	xID7
1	1	object_to_world
1	1	total_passes
1	1	baker_indirect_scale
1	1	n_sub_samples
1	1	tile_samples
1	1	broad_phase_aabb
1	1	broad_phase_indices
1	1	baker_light_parameter_buffer
1	1	baker_material_atlas_inv_size
1	1	baker_skylight_intensity
1	1	tri_soup_vertices
1	1	tri_soup_instances
1	1	baker_light_index_buffer
1	1	SHEXDd
1	1	tri_soup_indices
1	1	num_samples_uav
1	1	__samp_global_radiance_map
1	1	soup_vertex_offset
1	1	baker_emissive_scale
1	1	__samp_baker_material_atlas
1	1	accumulation_uav
1	1	__tex_global_radiance_map
1	1	__tex_baker_material_atlas
1	1	baker_diffuse_boost_inv
1	2	cb_last_world
1	2	ISGNp
1	4	diffuse_rgb
1	2	NORMAL
1	2	bloom_saturation
1	2	bloom_falloff
1	2	uint4
1	2	clear_value
1	1	WPYQZ
1	2	GWUQ
1	2	quantized_luma
1	1	DXBC_AF
1	4	exposure_ignore_darks
1	2	linear_sampler
1	4	exposure_ignore_lights
1	1	anisotropic_sampler
1	1	terrain_deformation_max_depth
1	1	generated_heightmap_offset
1	1	generated_materials_scorch
1	1	terrain_deformation_scorch_material_id
1	1	SHEXT5
1	2	__tex_terrain_transparent
1	2	__samp_terrain_transparent
1	1	level_generation_subdevisions
1	2	compute_mode
1	1	oHOm
1	1	chart_id_texture
1	1	DXBC4PU
1	1	Z9vG
1	1	__tex_planet_noise
1	1	__samp_planet_noise
1	4	exposure_center_size
1	2	input_rgba0
1	1	DXBCtl
1	2	input_rgba2
1	1	nxZ0
1	2	input_rgba3
1	2	input_rgba1
1	2	STATt
1	2	SHDR
1	1	DXBC5n
1	2	ssr_total_frames
1	2	ssr_samples_per_frame
1	1	input_texture6
1	2	output_target_base_size
1	1	SHEXhY
1	2	box_translation
1	2	box_wtm
1	2	box_scale
1	6	world_to_shadow_map
1	6	shadow_depth_bias
1	1	DXBCoO
1	2	scale
1	2	offset
1	1	a8WSw
1	1	DXBCmX
1	1	DXBCBv
1	1	thumbnail_finalize
1	1	thumbnail_card_index
1	1	num_tiles
1	1	tile_size
1	1	customization_camo_visualisation_texture
1	1	customization_camo_visualisation_texture_buffer
1	1	DXBCf_
1	1	customization_preview_camo_visualisation_texture_buffer
1	1	customization_preview_camo_visualisation_texture
1	1	customization_cape_visualisation_texture
1	1	customization_cape_visualisation_texture_buffer
1	1	customization_preview_cape_visualisation_texture_buffer
1	1	customization_preview_cape_visualisation_texture
1	1	Jk1UnB
1	1	customization_material_visualisation_texture_buffer
1	1	customization_material_visualisation_texture
1	1	customization_preview_material_visualisation_texture
1	1	customization_preview_material_visualisation_texture_buffer
1	1	customization_pattern_visualisation_texture
1	1	customization_pattern_visualisation_texture_buffer
1	1	customization_preview_pattern_visualisation_texture
1	1	customization_preview_pattern_visualisation_texture_buffer
