# Helldivers 2 structural resource inventory
# Read with filediver v0.7.40 -lf '%T\t%N' against the retail install, 2026-08-15.
# Types with >1000 members (wwise_stream, physics, unit, animation, texture, material)
# are summarised in the type histogram below rather than listed in full;
# the faction unit roster IS listed, because that is the part the notes argue from.

## type histogram (all 26,514 resources)
    16666 wwise_stream
shading_environment_mapping	rendering/components/weather_settings
shading_environment_mapping	rendering/components/wind_shader_settings
vector_field	core/entities/vector_fields/global_direction/global_direction

## faction units and state machines (creature roster)
state_machine	content/fac_bugs/cha_boomer/cha_boomer
state_machine	content/fac_bugs/cha_charger/cha_charger
state_machine	content/fac_bugs/cha_dragon/cha_dragon
state_machine	content/fac_bugs/cha_hive_lord/cha_hive_lord
state_machine	content/fac_bugs/cha_hunter/cha_hunter
state_machine	content/fac_bugs/cha_hunter/cha_hunter_tongue
state_machine	content/fac_bugs/cha_impaler/cha_impaler
state_machine	content/fac_bugs/cha_impaler/cha_impaler_tentacle
state_machine	content/fac_bugs/cha_scavenger/cha_scavenger
state_machine	content/fac_bugs/cha_shrieker/cha_shrieker
state_machine	content/fac_bugs/cha_stalker/cha_stalker
state_machine	content/fac_bugs/cha_stalker/stalker_tongue
state_machine	content/fac_bugs/cha_strider/cha_strider
state_machine	content/fac_bugs/cha_warrior/cha_warrior
state_machine	content/fac_bugs/cha_warrior_big/cha_warrior_big
state_machine	content/fac_cyborgs/cha_conscript/cha_conscript
state_machine	content/fac_cyborgs/cha_conscript/cha_conscript_iron_fleet
state_machine	content/fac_cyborgs/cha_cyborg_elite/cha_cyborg_elite
state_machine	content/fac_cyborgs/cha_lieutenant/cha_lieutenant
state_machine	content/fac_cyborgs/cha_soldier/cha_soldier
state_machine	content/fac_cyborgs/cha_soldier/cha_soldier_iron_fleet
state_machine	content/fac_cyborgs/emplacements/cyborg_emplacement_hmg/cyborg_emplacement_hmg
state_machine	content/fac_cyborgs/emplacements/cyborg_emplacement_mg/cyborg_emplacement_mg
state_machine	content/fac_cyborgs/equipment/attachment/lieutenant_flag/lieutenant_flag
state_machine	content/fac_cyborgs/equipment/tools/cyborg_conscript_saw/cyborg_conscript_saw
state_machine	content/fac_cyborgs/equipment/weapons/conscript_flamer/conscript_flamer
state_machine	content/fac_cyborgs/equipment/weapons/conscript_lmg/conscript_lmg
state_machine	content/fac_cyborgs/equipment/weapons/conscript_melee_claw/conscript_melee_claw
state_machine	content/fac_cyborgs/equipment/weapons/conscript_smg/conscript_smg
state_machine	content/fac_cyborgs/equipment/weapons/lieutenant_cannon/lieutenant_cannon
state_machine	content/fac_cyborgs/equipment/weapons/lieutenant_saw/lieutenant_saw
state_machine	content/fac_cyborgs/equipment/weapons/lieutenant_saw/lieutenant_saw_ivory_legion
state_machine	content/fac_cyborgs/equipment/weapons/soldier_chainsaw/soldier_chainsaw
state_machine	content/fac_cyborgs/equipment/weapons/soldier_machinegun/soldier_machinegun
state_machine	content/fac_cyborgs/equipment/weapons/soldier_standard_rifle/soldier_standard_rifle
state_machine	content/fac_cyborgs/turrets/cyborg_big_walker_turret_cannon/cyborg_big_walker_turret_cannon
state_machine	content/fac_cyborgs/turrets/cyborg_tank_hull_hmg/cyborg_tank_hull_mg
state_machine	content/fac_cyborgs/turrets/cyborg_tank_turret_autocannons/cyborg_tank_turret_autocannons
state_machine	content/fac_cyborgs/turrets/cyborg_tank_turret_cannon/cyborg_tank_turret_cannon
state_machine	content/fac_cyborgs/turrets/cyborg_tank_turret_mortar/cyborg_tank_turret_mortar
state_machine	content/fac_cyborgs/turrets/cyborg_tank_turret_rocketlauncher/cyborg_tank_turret_rocketlauncher
state_machine	content/fac_cyborgs/turrets/cyborg_turret_command_bunker_hmg/cyborg_turret_command_bunker_hmg
state_machine	content/fac_cyborgs/vehicles/cyborg_assault_walker/cyborg_assault_walker
state_machine	content/fac_cyborgs/vehicles/cyborg_dropship/cyborg_dropship
state_machine	content/fac_cyborgs/vehicles/cyborg_gunship/cyborg_gunship
state_machine	content/fac_cyborgs/vehicles/cyborg_siege_engine/cyborg_siege_engine
state_machine	content/fac_cyborgs/vehicles/cyborg_siege_engine/cyborg_siege_engine_sarcophagus
state_machine	content/fac_cyborgs/vehicles/cyborg_spawner/cyborg_big_walker_skeleton
state_machine	content/fac_cyborgs/vehicles/cyborg_tank/cyborg_tank
state_machine	content/fac_cyborgs/vehicles/cyborg_walker_scout/cyborg_walker_scout
state_machine	content/fac_helldivers/cha_avatar/avatar_helldiver
state_machine	content/fac_helldivers/equipment/attachment/magazine/assault_rifle_helghast_magazine
state_machine	content/fac_helldivers/equipment/attachment/magazine/assaultshotgun_box_magazine
state_machine	content/fac_helldivers/equipment/attachment/magazine/assaultshotgun_drum_magazine
state_machine	content/fac_helldivers/equipment/attachment/magazine/grenade_launcher_ammo
state_machine	content/fac_helldivers/equipment/attachment/magazine/grenade_launcher_ammo_box
state_machine	content/fac_helldivers/equipment/attachment/magazine/heavy_mg_box_large
state_machine	content/fac_helldivers/equipment/attachment/magazine/lmg_box
state_machine	content/fac_helldivers/equipment/attachment/magazine/machinegun_box
state_machine	content/fac_helldivers/equipment/attachment/magazine/pdw_magazine
state_machine	content/fac_helldivers/equipment/attachment/magazine/smg_flamer_magazine_helical
state_machine	content/fac_helldivers/equipment/backpacks/air_burst_rocket_backpack/air_burst_rocket_backpack
state_machine	content/fac_helldivers/equipment/backpacks/ammo_backpack/ammo_backpack
state_machine	content/fac_helldivers/equipment/backpacks/automatic_cannon_backpack/automatic_cannon_backpack
state_machine	content/fac_helldivers/equipment/backpacks/ballistic_shield_backpack/ballistic_shield_backpack
state_machine	content/fac_helldivers/equipment/backpacks/ballistic_shield_backpack_mk2/ballistic_shield_backpack_mk2
state_machine	content/fac_helldivers/equipment/backpacks/ballistic_shield_backpack_small/ballistic_shield_backpack_small
state_machine	content/fac_helldivers/equipment/backpacks/belt_fed_grenade_launcher_backpack/belt_fed_grenade_launcher_backpack_hose
state_machine	content/fac_helldivers/equipment/backpacks/bomb_backpack/bomb_backpack
state_machine	content/fac_helldivers/equipment/backpacks/c4_charge_backpack/c4_charge_detonator
state_machine	content/fac_helldivers/equipment/backpacks/displacement_backpack/displacement_backpack
state_machine	content/fac_helldivers/equipment/backpacks/drone_gas_projector_backpack/drone_gas_projector_backpack
state_machine	content/fac_helldivers/equipment/backpacks/drone_generic/drone_generic
state_machine	content/fac_helldivers/equipment/backpacks/drone_generic_backpack/drone_generic_backpack
state_machine	content/fac_helldivers/equipment/backpacks/drone_mg/drone_mg
state_machine	content/fac_helldivers/equipment/backpacks/drone_mg/drone_mg_backpack
state_machine	content/fac_helldivers/equipment/backpacks/drone_mg/drone_mg_weapon
state_machine	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_assault_rifle/drone_assault_rifle
state_machine	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_flamethrower/drone_flamethrower
state_machine	content/fac_helldivers/equipment/backpacks/drone_weapons/drone_gas_projector/drone_gas_projector
state_machine	content/fac_helldivers/equipment/backpacks/drone_weapons/guard_dog_stun/guard_dog_stun
state_machine	content/fac_helldivers/equipment/backpacks/energy_shield_backpack/energy_shield_backpack
state_machine	content/fac_helldivers/equipment/backpacks/faf_missile_launcher_helghast_backpack/faf_missile_launcher_helghast_backpack
state_machine	content/fac_helldivers/equipment/backpacks/guard_dog_stun_backpack/guard_dog_stun_backpack
state_machine	content/fac_helldivers/equipment/backpacks/heavy_flamethrower_backpack/heavy_flamethrower_backpack
state_machine	content/fac_helldivers/equipment/backpacks/heavy_flamethrower_backpack/heavy_flamethrower_hose
state_machine	content/fac_helldivers/equipment/backpacks/hover_backpack/hover_backpack
state_machine	content/fac_helldivers/equipment/backpacks/jumppack_backpack/jumppack_backpack
state_machine	content/fac_helldivers/equipment/backpacks/medic_backpack/medic_backpack
state_machine	content/fac_helldivers/equipment/backpacks/minigun_backpack/minigun_backpack
state_machine	content/fac_helldivers/equipment/backpacks/minigun_backpack/minigun_backpack_hose
state_machine	content/fac_helldivers/equipment/backpacks/recoilless_rifle_backpack/recoilless_rifle_backpack
state_machine	content/fac_helldivers/equipment/melee_weapons/ceremonial_saber/ceremonial_saber
state_machine	content/fac_helldivers/equipment/melee_weapons/chainsaw_greatsword/chainsaw_greatsword
state_machine	content/fac_helldivers/equipment/melee_weapons/electric_baton/electric_baton
state_machine	content/fac_helldivers/equipment/melee_weapons/flag/melee_flag
state_machine	content/fac_helldivers/equipment/melee_weapons/hand_axe/hand_axe
state_machine	content/fac_helldivers/equipment/melee_weapons/machete/machete
state_machine	content/fac_helldivers/equipment/melee_weapons/sledge_hammer/sledge_hammer
state_machine	content/fac_helldivers/equipment/melee_weapons/stun_spear/stun_spear
state_machine	content/fac_helldivers/equipment/melee_weapons/survival_shovel/survival_shovel
state_machine	content/fac_helldivers/equipment/primary_weapons/arc_shotgun/arc_shotgun
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle/assault_rifle
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_grenadier/assault_rifle_grenadier
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_helghast/assault_rifle_helghast
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_karbin/assault_rifle_karbin
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_large_calibre_01/assault_rifle_large_calibre_01
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_nacho/assault_rifle_nacho
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_patriot/assault_rifle_patriot
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_rico/assault_rifle_rico
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_rifle_whisper/assault_rifle_whisper
state_machine	content/fac_helldivers/equipment/primary_weapons/assault_shotgun/assault_shotgun
state_machine	content/fac_helldivers/equipment/primary_weapons/battle_rifle/battle_rifle
state_machine	content/fac_helldivers/equipment/primary_weapons/battle_rifle_ceremonial/battle_rifle_ceremonial
state_machine	content/fac_helldivers/equipment/primary_weapons/bolt_action_rifle/bolt_action_rifle
state_machine	content/fac_helldivers/equipment/primary_weapons/crossbow_greyfax/crossbow_greyfax
state_machine	content/fac_helldivers/equipment/primary_weapons/flamethrower_ripley/flamethrower_ripley
state_machine	content/fac_helldivers/equipment/primary_weapons/jet_rifle/jet_rifle
state_machine	content/fac_helldivers/equipment/primary_weapons/laser_rifle/laser_rifle
state_machine	content/fac_helldivers/equipment/primary_weapons/laser_rifle_charge/laser_rifle_charge
state_machine	content/fac_helldivers/equipment/primary_weapons/laser_rifle_long/laser_rifle_long
state_machine	content/fac_helldivers/equipment/primary_weapons/laser_shotgun/laser_shotgun
state_machine	content/fac_helldivers/equipment/primary_weapons/lever_action_rifle_01/lever_action_rifle_01
state_machine	content/fac_helldivers/equipment/primary_weapons/lmg_stalwart/lmg_stalwart
state_machine	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_drake/marksman_rifle_drake
state_machine	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_justice/marksman_rifle_justice
state_machine	content/fac_helldivers/equipment/primary_weapons/marksman_rifle_vigilance/marksman_rifle_vigilance
state_machine	content/fac_helldivers/equipment/primary_weapons/personal_defense_weapon/personal_defense_weapon
state_machine	content/fac_helldivers/equipment/primary_weapons/plasma_rifle/plasma_rifle
state_machine	content/fac_helldivers/equipment/primary_weapons/pump_shotgun/pump_shotgun
state_machine	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_plasma/pump_shotgun_plasma
state_machine	content/fac_helldivers/equipment/primary_weapons/pump_shotgun_trench/pump_shotgun_trench
state_machine	content/fac_helldivers/equipment/primary_weapons/shotgun_double_freedom/shotgun_double_freedom
state_machine	content/fac_helldivers/equipment/primary_weapons/shotgun_nacho/shotgun_nacho
state_machine	content/fac_helldivers/equipment/primary_weapons/smg_defender/smg_defender
state_machine	content/fac_helldivers/equipment/primary_weapons/smg_flamer/smg_flamer
state_machine	content/fac_helldivers/equipment/primary_weapons/smg_helghast/smg_helghast
state_machine	content/fac_helldivers/equipment/primary_weapons/smg_nacho/smg_nacho
state_machine	content/fac_helldivers/equipment/primary_weapons/smg_rhino/smg_rhino
state_machine	content/fac_helldivers/equipment/primary_weapons/sniper_rifle_helghast/sniper_rifle_helghast
state_machine	content/fac_helldivers/equipment/primary_weapons/triple_barrel_breakshotgun/triple_barrel_breakshotgun
state_machine	content/fac_helldivers/equipment/primary_weapons/volley_gun/volley_gun
state_machine	content/fac_helldivers/equipment/sidearm_weapons/automatic_pistol/automatic_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/caustic_dart_gun/caustic_dart_gun
state_machine	content/fac_helldivers/equipment/sidearm_weapons/energy_revolver/energy_revolver
state_machine	content/fac_helldivers/equipment/sidearm_weapons/flamer_pistol/flamer_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/grenade_pistol/grenade_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/laser_pistol/laser_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/magnum_pistol/magnum_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/pistol_broomhandle/pistol_broomhandle
state_machine	content/fac_helldivers/equipment/sidearm_weapons/pistol_cricket/pistol_cricket
state_machine	content/fac_helldivers/equipment/sidearm_weapons/pistol_nacho/pistol_nacho
state_machine	content/fac_helldivers/equipment/sidearm_weapons/plasma_pistol/plasma_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/revolver_pistol/revolver_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/smart_pistol/smart_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/smart_pistol_missile/smart_pistol_missile
state_machine	content/fac_helldivers/equipment/sidearm_weapons/standard_pistol/standard_pistol
state_machine	content/fac_helldivers/equipment/sidearm_weapons/stim_pistol_01/stim_pistol
state_machine	content/fac_helldivers/equipment/support_weapons/air_burst_rocket_launcher/air_burst_rocket_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/arc_thrower/arc_thrower
state_machine	content/fac_helldivers/equipment/support_weapons/automatic_cannon/automatic_cannon
state_machine	content/fac_helldivers/equipment/support_weapons/belt_fed_grenade_launcher/belt_fed_grenade_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/chemgun/chemgun
state_machine	content/fac_helldivers/equipment/support_weapons/expendable_machinegun/expendable_machinegun
state_machine	content/fac_helldivers/equipment/support_weapons/expendable_massive_rocket_launcher/expendable_massive_rocket_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/expendable_napalm_launcher/expendable_napalm_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/faf_missile_launcher/faf_missile_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/faf_missile_launcher/faf_scope
state_machine	content/fac_helldivers/equipment/support_weapons/faf_missile_launcher_helghast/faf_missile_launcher_helghast
state_machine	content/fac_helldivers/equipment/support_weapons/flamethrower/flamethrower
state_machine	content/fac_helldivers/equipment/support_weapons/grenade_launcher/grenade_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/grenade_launcher_tactical/grenade_launcher_tactical
state_machine	content/fac_helldivers/equipment/support_weapons/harpoon_gun/harpoon_gun
state_machine	content/fac_helldivers/equipment/support_weapons/heavy_flamethrower/heavy_flamethrower
state_machine	content/fac_helldivers/equipment/support_weapons/heavy_mg/heavy_mg
state_machine	content/fac_helldivers/equipment/support_weapons/laser_cannon/laser_cannon
state_machine	content/fac_helldivers/equipment/support_weapons/laser_guided_missile_launcher/laser_guided_missile_launcher
state_machine	content/fac_helldivers/equipment/support_weapons/laser_pulse_cannon/laser_pulse_cannon
state_machine	content/fac_helldivers/equipment/support_weapons/lat_oneshot/lat_oneshot
state_machine	content/fac_helldivers/equipment/support_weapons/machinegun/machinegun
state_machine	content/fac_helldivers/equipment/support_weapons/minigun/minigun
state_machine	content/fac_helldivers/equipment/support_weapons/plasma_blaster/plasma_blaster
state_machine	content/fac_helldivers/equipment/support_weapons/railgun/railgun
state_machine	content/fac_helldivers/equipment/support_weapons/recoilless_rifle/recoilless_rifle
state_machine	content/fac_helldivers/equipment/support_weapons/sniper_rifle/sniper_rifle
state_machine	content/fac_helldivers/equipment/throwables/arc_grenade/arc_grenade
state_machine	content/fac_helldivers/equipment/throwables/caltrops_grenade/caltrops_grenade
state_machine	content/fac_helldivers/equipment/throwables/cluster_frag_grenade/cluster_frag_grenade
state_machine	content/fac_helldivers/equipment/throwables/energy_shield_grenade/energy_shield_grenade
state_machine	content/fac_helldivers/equipment/throwables/frag_grenade/frag_grenade
state_machine	content/fac_helldivers/equipment/throwables/luring_mine/luring_mine
state_machine	content/fac_helldivers/equipment/throwables/molotov_grenade/molotov_grenade
state_machine	content/fac_helldivers/equipment/throwables/self_destruct_drone/self_destruct_drone
state_machine	content/fac_helldivers/equipment/throwables/throwing_knife/throwing_knife
state_machine	content/fac_helldivers/equipment/throwables/zipper_grenade/zipper_grenade
state_machine	content/fac_helldivers/fp_cha_avatar/fp_cha_avatar
state_machine	content/fac_helldivers/hellpod/aa_turret/aa_turret
state_machine	content/fac_helldivers/hellpod/ammo_rack/ammo_rack
state_machine	content/fac_helldivers/hellpod/antitank_emplacement/antitank_emplacement
state_machine	content/fac_helldivers/hellpod/drilling_charge/drilling_charge
state_machine	content/fac_helldivers/hellpod/energy_shield/energy_shield
state_machine	content/fac_helldivers/hellpod/expandable_cover/expandable_cover
state_machine	content/fac_helldivers/hellpod/flamethrower_turret/flamethrower_turret
state_machine	content/fac_helldivers/hellpod/hellbomb/hellbomb
state_machine	content/fac_helldivers/hellpod/hellpod/hellpod
state_machine	content/fac_helldivers/hellpod/hellpod_jammed/hellpod_jammed
state_machine	content/fac_helldivers/hellpod/landingzone_beacon/landingzone_beacon
state_machine	content/fac_helldivers/hellpod/laser_cannon_turret/laser_cannon_turret
state_machine	content/fac_helldivers/hellpod/manned_turret/manned_turret
state_machine	content/fac_helldivers/hellpod/mine_launcher/mine_launcher
state_machine	content/fac_helldivers/hellpod/mini_missile_silo/mini_missile_silo
state_machine	content/fac_helldivers/hellpod/mortar_turret/mortar_turret
state_machine	content/fac_helldivers/hellpod/rocket_turret/rocket_turret
state_machine	content/fac_helldivers/hellpod/sos_beacon/sos_beacon
state_machine	content/fac_helldivers/hellpod/tesla_turret/tesla_turret
state_machine	content/fac_helldivers/hellpod/turret/turret
state_machine	content/fac_helldivers/hellpod/turret_machinegun_gpmg/turret_machinegun_gpmg
state_machine	content/fac_helldivers/hellpod/weapon_rack/weapon_rack
state_machine	content/fac_helldivers/vehicles/combat_walker/combat_walker
state_machine	content/fac_helldivers/vehicles/combat_walker_anti_tank_cannon/combat_walker_anti_tank_cannon
state_machine	content/fac_helldivers/vehicles/combat_walker_autocannon/combat_walker_autocannon_left
state_machine	content/fac_helldivers/vehicles/combat_walker_autocannon/combat_walker_autocannon_right
state_machine	content/fac_helldivers/vehicles/combat_walker_flak_cannon/combat_walker_flak_cannon
state_machine	content/fac_helldivers/vehicles/combat_walker_flamethrower/combat_walker_flamethrower
state_machine	content/fac_helldivers/vehicles/combat_walker_missle_launcher/combat_walker_missle_launcher
state_machine	content/fac_helldivers/vehicles/combat_walker_shield/combat_walker_shield
state_machine	content/fac_helldivers/vehicles/combat_walker_turret/combat_walker_turret
state_machine	content/fac_helldivers/vehicles/eagle/eagle
state_machine	content/fac_helldivers/vehicles/frv/armaments/frv_mg/frv_mg
state_machine	content/fac_helldivers/vehicles/frv/frv
state_machine	content/fac_helldivers/vehicles/frv_heavy/armaments/frv_flamethrower/frv_flamethrower
state_machine	content/fac_helldivers/vehicles/frv_heavy/frv_flamer
state_machine	content/fac_helldivers/vehicles/frv_supply/armaments/frv_supply_rack/frv_supply_rack
state_machine	content/fac_helldivers/vehicles/oilrig/oil_rig
state_machine	content/fac_helldivers/vehicles/shuttle_gunship/shuttle_gunship
state_machine	content/fac_helldivers/vehicles/shuttle_gunship/turrets/shuttle_gunship_turret_hmg
state_machine	content/fac_helldivers/vehicles/shuttle_transport/shuttle_transport
state_machine	content/fac_helldivers/vehicles/tank/tank
state_machine	content/fac_illuminate/cha_beamer_champion/cha_beamer_champion
state_machine	content/fac_illuminate/cha_corrupted/cha_corrupted
state_machine	content/fac_illuminate/cha_exomech_melee/cha_exomech_melee
state_machine	content/fac_illuminate/cha_exomech_ranged/cha_exomech_ranged
state_machine	content/fac_illuminate/cha_illuminate_guy_staff/cha_illuminate_guy_staff
state_machine	content/fac_illuminate/cha_jet_champion/cha_jet_champion
state_machine	content/fac_illuminate/cha_meatglue/cha_meatglue
state_machine	content/fac_illuminate/cha_observer/cha_observer
state_machine	content/fac_illuminate/cha_tripod/cha_tripod
state_machine	content/fac_illuminate/equipment/weapons/pathfinder_lightspear/pathfinder_lightspear
state_machine	content/fac_illuminate/vehicles/armaments/illuminate_turret_warmachine/illuminate_turret_wm_cannon
state_machine	content/fac_illuminate/vehicles/illuminate_attack_ship/illuminate_attack_ship
state_machine	content/fac_illuminate/vehicles/illuminate_dropship/illuminate_dropship
state_machine	content/fac_illuminate/vehicles/illuminate_war_machine/illuminate_war_machine
state_machine	content/fac_super_earth/bridge_personnel/cha_admiral_male/cha_admiral_male
state_machine	content/fac_super_earth/bridge_personnel/cha_logistic_officer_female/cha_logistic_officer_female
state_machine	content/fac_super_earth/bridge_personnel/cha_science_officer_female/cha_science_officer_female
state_machine	content/fac_super_earth/bridge_personnel/generic_human/generic_human
state_machine	content/fac_super_earth/cha_civilian/cha_civilian
state_machine	content/fac_super_earth/cha_seaf/cha_seaf
state_machine	content/fac_super_earth/equipment/support_weapons/shotgun_doublebarrel/shotgun_doublebarrel
state_machine	content/fac_super_earth/mannequin/mannequin
unit	content/fac_bugs/cha_boomer/cha_boomer
unit	content/fac_bugs/cha_boomer/cha_boomer_tier_2
unit	content/fac_bugs/cha_boomer_burrower/cha_boomer_burrower
unit	content/fac_bugs/cha_boomer_nurser/cha_boomer_nurser
unit	content/fac_bugs/cha_charger/cha_charger
unit	content/fac_bugs/cha_charger_acid/cha_charger_acid
unit	content/fac_bugs/cha_charger_bull/cha_charger_bull
unit	content/fac_bugs/cha_charger_burrower/cha_charger_burrower
unit	content/fac_bugs/cha_dragon/cha_dragon
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_l_leg
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_l_mandible
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_r_leg
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_r_mandible
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_shard_b_01
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_shard_b_02
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_shard_b_03
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_shard_f_01
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_shard_f_02
unit	content/fac_bugs/cha_hive_lord/cha_hive_lord_shard_f_03
unit	content/fac_bugs/cha_hunter/cha_hunter
unit	content/fac_bugs/cha_hunter/cha_hunter_gloom_tier1
unit	content/fac_bugs/cha_hunter/cha_hunter_tier3
unit	content/fac_bugs/cha_hunter/cha_hunter_tongue
unit	content/fac_bugs/cha_impaler/cha_impaler
unit	content/fac_bugs/cha_impaler/cha_impaler_tentacle
unit	content/fac_bugs/cha_scavenger/cha_scavenger
unit	content/fac_bugs/cha_scavenger/cha_scavenger_captive
unit	content/fac_bugs/cha_scavenger/cha_scavenger_gloom
unit	content/fac_bugs/cha_scavenger_predator/cha_scavenger_predator
unit	content/fac_bugs/cha_scavenger_spitter/cha_scavenger_spitter
unit	content/fac_bugs/cha_shrieker/cha_shrieker
unit	content/fac_bugs/cha_stalker/cha_stalker
unit	content/fac_bugs/cha_stalker/stalker_tongue
unit	content/fac_bugs/cha_strider/cha_strider
unit	content/fac_bugs/cha_strider/cha_strider_gloom
unit	content/fac_bugs/cha_warrior/cha_warrior
unit	content/fac_bugs/cha_warrior/cha_warrior_gloom_tier_1
unit	content/fac_bugs/cha_warrior/cha_warrior_tier_1
unit	content/fac_bugs/cha_warrior_acid/cha_warrior_acid
unit	content/fac_bugs/cha_warrior_big/cha_warrior_big
unit	content/fac_bugs/cha_warrior_big/cha_warrior_big_tier2
unit	content/fac_bugs/cha_warrior_burrower/cha_warrior_burrower
unit	content/fac_bugs/cha_warrior_plus/cha_warrior_plus
unit	content/fac_cyborgs/cha_berserker/cha_berserker
unit	content/fac_cyborgs/cha_berserker/cha_berserker_iron_fleet
unit	content/fac_cyborgs/cha_conscript/cha_conscript
unit	content/fac_cyborgs/cha_conscript/cha_conscript_iron_fleet
unit	content/fac_cyborgs/cha_conscript/cha_conscript_ivory_legion
unit	content/fac_cyborgs/cha_conscript/cha_conscript_tier_2
unit	content/fac_cyborgs/cha_conscript_commander/cha_conscript_commander
unit	content/fac_cyborgs/cha_cyborg_elite/cha_cyborg_elite_rusher
unit	content/fac_cyborgs/cha_cyborg_elite/cha_elite_female
unit	content/fac_cyborgs/cha_lieutenant/cha_lieutenant
unit	content/fac_cyborgs/cha_lieutenant_assault/cha_lieutenant_assault
unit	content/fac_cyborgs/cha_soldier/cha_soldier
unit	content/fac_cyborgs/cha_soldier/cha_soldier_heavy_weapon
unit	content/fac_cyborgs/cha_soldier/cha_soldier_iron_fleet
unit	content/fac_cyborgs/cha_soldier/cha_soldier_rocket
unit	content/fac_cyborgs/emplacements/cyborg_emplacement_hmg/cyborg_emplacement_hmg
unit	content/fac_cyborgs/emplacements/cyborg_emplacement_mg/cyborg_emplacement_mg
unit	content/fac_cyborgs/equipment/attachment/lieutenant_flag/lieutenant_flag
unit	content/fac_cyborgs/equipment/backpacks/conscript_backpack_lmg/conscript_backpack_lmg
unit	content/fac_cyborgs/equipment/backpacks/conscript_jumppack/conscript_jumppack
unit	content/fac_cyborgs/equipment/backpacks/lieutenant_jetpack/lieutenant_jetpack
unit	content/fac_cyborgs/equipment/backpacks/soldier_jumppack/soldier_jumppack
unit	content/fac_cyborgs/equipment/tools/cyborg_conscript_saw/cyborg_conscript_saw
unit	content/fac_cyborgs/equipment/tools/cyborg_conscript_welder/cyborg_conscript_welder
unit	content/fac_cyborgs/equipment/weapons/conscript_cannon/conscript_cannon
unit	content/fac_cyborgs/equipment/weapons/conscript_flamer/conscript_flamer
unit	content/fac_cyborgs/equipment/weapons/conscript_grenade_he/conscript_grenade_he
unit	content/fac_cyborgs/equipment/weapons/conscript_grenade_he/conscript_grenade_smoke
unit	content/fac_cyborgs/equipment/weapons/conscript_handgun/conscript_flaregun
unit	content/fac_cyborgs/equipment/weapons/conscript_handgun/conscript_handgun
unit	content/fac_cyborgs/equipment/weapons/conscript_lmg/conscript_lmg
unit	content/fac_cyborgs/equipment/weapons/conscript_melee_claw/conscript_melee_claw
unit	content/fac_cyborgs/equipment/weapons/conscript_smg/conscript_smg
unit	content/fac_cyborgs/equipment/weapons/lieutenant_cannon/lieutenant_cannon
unit	content/fac_cyborgs/equipment/weapons/lieutenant_launcher/lieutenant_launcher
unit	content/fac_cyborgs/equipment/weapons/lieutenant_saw/lieutenant_saw
unit	content/fac_cyborgs/equipment/weapons/lieutenant_saw/lieutenant_saw_ivory_legion
unit	content/fac_cyborgs/equipment/weapons/soldier_chainsaw/soldier_chainsaw
unit	content/fac_cyborgs/equipment/weapons/soldier_machinegun/soldier_machinegun
unit	content/fac_cyborgs/equipment/weapons/soldier_riotgun/soldier_riotgun
unit	content/fac_cyborgs/equipment/weapons/soldier_shield/soldier_shield
unit	content/fac_cyborgs/equipment/weapons/soldier_shield/soldier_shield_ivory_legion
